drugbank_id,drug_name,phenotype_id,phenotype_name,indication
DB05316,Pimavanserin,C0525045,Affective disorder,"Investigated for use/treatment in neurologic disorders, parkinson's disease, psychosis, schizophrenia and schizoaffective disorders, and sleep disorders."
DB05316,Pimavanserin,C0030567,Parkinson's disease,"Investigated for use/treatment in neurologic disorders, parkinson's disease, psychosis, schizophrenia and schizoaffective disorders, and sleep disorders."
DB05316,Pimavanserin,C0036337,Schizoaffective disorder,"Investigated for use/treatment in neurologic disorders, parkinson's disease, psychosis, schizophrenia and schizoaffective disorders, and sleep disorders."
DB06695,Dabigatran etexilate,C0004238,Atrial fibrillation,"Dabigatran is indicated for the prevention of venous thromboembolic events in patients who have undergone elective hip or knee replacement surgery (based on RE-NOVATE, RE-MODEL, and RE-MOBILIZE trials)[A177463,A6978,A6977]. In 2010, it was approved in the US and Canada for prevention of stroke and systemic embolism in patients with atrial fibrillation (approval based on the RE-LY trial)[Label,A177463]."
DB06695,Dabigatran etexilate,C0013922,Embolism,"Dabigatran is indicated for the prevention of venous thromboembolic events in patients who have undergone elective hip or knee replacement surgery (based on RE-NOVATE, RE-MODEL, and RE-MOBILIZE trials)[A177463,A6978,A6977]. In 2010, it was approved in the US and Canada for prevention of stroke and systemic embolism in patients with atrial fibrillation (approval based on the RE-LY trial)[Label,A177463]."
DB06695,Dabigatran etexilate,C0543467,Surgery,"Dabigatran is indicated for the prevention of venous thromboembolic events in patients who have undergone elective hip or knee replacement surgery (based on RE-NOVATE, RE-MODEL, and RE-MOBILIZE trials)[A177463,A6978,A6977]. In 2010, it was approved in the US and Canada for prevention of stroke and systemic embolism in patients with atrial fibrillation (approval based on the RE-LY trial)[Label,A177463]."
DB06695,Dabigatran etexilate,C0857496,Thromboembolic event,"Dabigatran is indicated for the prevention of venous thromboembolic events in patients who have undergone elective hip or knee replacement surgery (based on RE-NOVATE, RE-MODEL, and RE-MOBILIZE trials)[A177463,A6978,A6977]. In 2010, it was approved in the US and Canada for prevention of stroke and systemic embolism in patients with atrial fibrillation (approval based on the RE-LY trial)[Label,A177463]."
DB08815,Lurasidone,C0036341,Schizophrenia,Treatment of schizophrenia.
DB08822,Azilsartan medoxomil,C0020538,Hypertension,Treatment of hypertension (alone or as an adjunct).
DB08822,Azilsartan medoxomil,C0233494,Tension,Treatment of hypertension (alone or as an adjunct).
DB08828,Vismodegib,C0543467,Surgery,"Vismodegib is used for treating locally advanced or metastatic basal cell carcinoma in patients whose carcinoma has recurred after surgery, and in patients who are not candidates for surgery or radiation."
DB08828,Vismodegib,C0007117,Basal cell carcinoma,"Vismodegib is used for treating locally advanced or metastatic basal cell carcinoma in patients whose carcinoma has recurred after surgery, and in patients who are not candidates for surgery or radiation."
DB08828,Vismodegib,C0007097,Carcinoma,"Vismodegib is used for treating locally advanced or metastatic basal cell carcinoma in patients whose carcinoma has recurred after surgery, and in patients who are not candidates for surgery or radiation."
DB08828,Vismodegib,C0040188,Tic,"Vismodegib is used for treating locally advanced or metastatic basal cell carcinoma in patients whose carcinoma has recurred after surgery, and in patients who are not candidates for surgery or radiation."
DB08868,Fingolimod,C0231170,Disability,Fingolimod is a sphingosine 1-phosphate receptor modulator indicated for the treatment of patients with relapsing forms of multiple sclerosis to reduce the frequency of clinical exacerbations and to delay the accumulation of physical disability.
DB08868,Fingolimod,C0026769,Multiple sclerosis,Fingolimod is a sphingosine 1-phosphate receptor modulator indicated for the treatment of patients with relapsing forms of multiple sclerosis to reduce the frequency of clinical exacerbations and to delay the accumulation of physical disability.
DB08868,Fingolimod,C0520817,Physical disability,Fingolimod is a sphingosine 1-phosphate receptor modulator indicated for the treatment of patients with relapsing forms of multiple sclerosis to reduce the frequency of clinical exacerbations and to delay the accumulation of physical disability.
DB08901,Ponatinib,C0040188,Tic,"Ponatinib is indicated for the treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy or Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy."
DB08901,Ponatinib,C0856536,Philadelphia chromosome positive,"Ponatinib is indicated for the treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy or Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy."
DB08930,Dolutegravir,C0009450,Infection,"Dolutegravir is indicated in combination with other antiretroviral agents for the treatment of patients with HIV-1 infection that comply with the characteristics of being adults or children aged 12 years and older and present at least a weight of 40 kg.[A7520] The FDA combination therapy approval of dolutegravir and rilpivirine is indicated for adults with HIV-1 infections whose virus is currently suppressed (< 50 copies/ml) on a stable regimen for at least six months, without history of treatment failure and no known substitutions associated to resistance to any of the two components of the therapy.[L1031]"
DB08930,Dolutegravir,C0040188,Tic,"Dolutegravir is indicated in combination with other antiretroviral agents for the treatment of patients with HIV-1 infection that comply with the characteristics of being adults or children aged 12 years and older and present at least a weight of 40 kg.[A7520] The FDA combination therapy approval of dolutegravir and rilpivirine is indicated for adults with HIV-1 infections whose virus is currently suppressed (< 50 copies/ml) on a stable regimen for at least six months, without history of treatment failure and no known substitutions associated to resistance to any of the two components of the therapy.[L1031]"
DB09048,Netupitant,C0027497,Nausea,Netupitant is an antiemitic drug approved by the FDA in October 2014 for use in combination with palonosetron for the prevention of acute and delayed vomiting and nausea associated with cancer chemotherapy including highly emetogenic chemotherapy.
DB09048,Netupitant,C0042963,Vomiting,Netupitant is an antiemitic drug approved by the FDA in October 2014 for use in combination with palonosetron for the prevention of acute and delayed vomiting and nausea associated with cancer chemotherapy including highly emetogenic chemotherapy.
DB09048,Netupitant,C0040188,Tic,Netupitant is an antiemitic drug approved by the FDA in October 2014 for use in combination with palonosetron for the prevention of acute and delayed vomiting and nausea associated with cancer chemotherapy including highly emetogenic chemotherapy.
DB09061,Cannabidiol,C0030193,Pain,"When used in combination with delta-9-tetrahydrocannabinol as the product Sativex, cannabidiol was given a standard marketing authorization (ie. a Notice of Compliance (NOC)) by Health Canada for the following indications:
1) as adjunctive treatment for symptomatic relief of spasticity in adult patients with multiple sclerosis (MS) who have not responded adequately to other therapy and who demonstrate meaningful improvement during an initial trial of therapy [L886];

Due to the need for confirmatory studies to verify the clinical benefit coupled with the promising nature of the clinical evidence, Sativex was also given a Notice of Compliance with Conditions (NOC/c) by Health Canada for the following indications:
1) as adjunctive treatment for the symptomatic relief of neuropathic pain in adult patients with multiple sclerosis;
2) as adjunctive analgesic treatment in adult patients with advanced cancer who experience moderate to severe pain during the highest tolerated dose of strong opioid therapy for persistent background pain [L886]."
DB09061,Cannabidiol,C0026769,Multiple sclerosis,"When used in combination with delta-9-tetrahydrocannabinol as the product Sativex, cannabidiol was given a standard marketing authorization (ie. a Notice of Compliance (NOC)) by Health Canada for the following indications:
1) as adjunctive treatment for symptomatic relief of spasticity in adult patients with multiple sclerosis (MS) who have not responded adequately to other therapy and who demonstrate meaningful improvement during an initial trial of therapy [L886];

Due to the need for confirmatory studies to verify the clinical benefit coupled with the promising nature of the clinical evidence, Sativex was also given a Notice of Compliance with Conditions (NOC/c) by Health Canada for the following indications:
1) as adjunctive treatment for the symptomatic relief of neuropathic pain in adult patients with multiple sclerosis;
2) as adjunctive analgesic treatment in adult patients with advanced cancer who experience moderate to severe pain during the highest tolerated dose of strong opioid therapy for persistent background pain [L886]."
DB09061,Cannabidiol,C0040188,Tic,"When used in combination with delta-9-tetrahydrocannabinol as the product Sativex, cannabidiol was given a standard marketing authorization (ie. a Notice of Compliance (NOC)) by Health Canada for the following indications:
1) as adjunctive treatment for symptomatic relief of spasticity in adult patients with multiple sclerosis (MS) who have not responded adequately to other therapy and who demonstrate meaningful improvement during an initial trial of therapy [L886];

Due to the need for confirmatory studies to verify the clinical benefit coupled with the promising nature of the clinical evidence, Sativex was also given a Notice of Compliance with Conditions (NOC/c) by Health Canada for the following indications:
1) as adjunctive treatment for the symptomatic relief of neuropathic pain in adult patients with multiple sclerosis;
2) as adjunctive analgesic treatment in adult patients with advanced cancer who experience moderate to severe pain during the highest tolerated dose of strong opioid therapy for persistent background pain [L886]."
DB09061,Cannabidiol,C0877373,Advanced cancer,"When used in combination with delta-9-tetrahydrocannabinol as the product Sativex, cannabidiol was given a standard marketing authorization (ie. a Notice of Compliance (NOC)) by Health Canada for the following indications:
1) as adjunctive treatment for symptomatic relief of spasticity in adult patients with multiple sclerosis (MS) who have not responded adequately to other therapy and who demonstrate meaningful improvement during an initial trial of therapy [L886];

Due to the need for confirmatory studies to verify the clinical benefit coupled with the promising nature of the clinical evidence, Sativex was also given a Notice of Compliance with Conditions (NOC/c) by Health Canada for the following indications:
1) as adjunctive treatment for the symptomatic relief of neuropathic pain in adult patients with multiple sclerosis;
2) as adjunctive analgesic treatment in adult patients with advanced cancer who experience moderate to severe pain during the highest tolerated dose of strong opioid therapy for persistent background pain [L886]."
DB09078,Lenvatinib,C0007097,Carcinoma,"Lenvatinib is indicated for the treatment of following conditions.

- Treatment of locally recurrent or metastatic, progressive, radioactive iodine-refractory differentiated thyroid cancer.

- Treatment of advanced renal cell carcinoma (RCC) in combination with everolimus following one prior antiangiogenic therapy.

- First-line treatment of unresectable hepatocellular carcinoma (HCC)."
DB09078,Lenvatinib,C2239176,Hepatocellular carcinoma,"Lenvatinib is indicated for the treatment of following conditions.

- Treatment of locally recurrent or metastatic, progressive, radioactive iodine-refractory differentiated thyroid cancer.

- Treatment of advanced renal cell carcinoma (RCC) in combination with everolimus following one prior antiangiogenic therapy.

- First-line treatment of unresectable hepatocellular carcinoma (HCC)."
DB09078,Lenvatinib,C0007134,Renal cell carcinoma,"Lenvatinib is indicated for the treatment of following conditions.

- Treatment of locally recurrent or metastatic, progressive, radioactive iodine-refractory differentiated thyroid cancer.

- Treatment of advanced renal cell carcinoma (RCC) in combination with everolimus following one prior antiangiogenic therapy.

- First-line treatment of unresectable hepatocellular carcinoma (HCC)."
DB09078,Lenvatinib,C0040188,Tic,"Lenvatinib is indicated for the treatment of following conditions.

- Treatment of locally recurrent or metastatic, progressive, radioactive iodine-refractory differentiated thyroid cancer.

- Treatment of advanced renal cell carcinoma (RCC) in combination with everolimus following one prior antiangiogenic therapy.

- First-line treatment of unresectable hepatocellular carcinoma (HCC)."
DB09078,Lenvatinib,C0007115,Thyroid cancer,"Lenvatinib is indicated for the treatment of following conditions.

- Treatment of locally recurrent or metastatic, progressive, radioactive iodine-refractory differentiated thyroid cancer.

- Treatment of advanced renal cell carcinoma (RCC) in combination with everolimus following one prior antiangiogenic therapy.

- First-line treatment of unresectable hepatocellular carcinoma (HCC)."
DB09272,Eluxadoline,C0022104,Irritable bowel syndrome,For the treatment of irritable bowel syndrome with diarrhea (IBS-D).
DB09330,Osimertinib,C0040188,Tic,"Osimertinib is indicated for the treatment of patients with metastatic epidermal growth factor receptor (EGFR) T790M mutation-positive non-small cell lung cancer (NSCLC), as detected by an FDA- approved test, who have progressed on or after EGFR-TKI therapy."
DB09330,Osimertinib,C0149925,Small cell lung cancer,"Osimertinib is indicated for the treatment of patients with metastatic epidermal growth factor receptor (EGFR) T790M mutation-positive non-small cell lung cancer (NSCLC), as detected by an FDA- approved test, who have progressed on or after EGFR-TKI therapy."
DB09330,Osimertinib,C0007131,Non-small cell lung cancer,"Osimertinib is indicated for the treatment of patients with metastatic epidermal growth factor receptor (EGFR) T790M mutation-positive non-small cell lung cancer (NSCLC), as detected by an FDA- approved test, who have progressed on or after EGFR-TKI therapy."
DB09462,Glycerin,C0040188,Tic,"It is used as a solvent, emollient, pharmaceutical agent, and sweetening agent."
DB11180,Tetrofosmin,C1956346,Coronary artery disease,"Tetrofosmin is indicated to be used as a complex with technetium Tc-99m for scintigraphic imaging of the myocardium following separate administrations under exercise and/or resting conditions. It helps in the delineation of regions of reversible myocardial ischemia in absence of infarcted myocardium.[L2001]

This complex is also used for scintigraphic imaging of the myocardium to identify changes in perfusion induced by pharmacologic stress in patients with known or suspected coronary artery disease.[L2001]

This complex is indicated for the assessment of left ventricular function in patients evaluated for heart disease.[L2001]"
DB11180,Tetrofosmin,C0038435,Stress,"Tetrofosmin is indicated to be used as a complex with technetium Tc-99m for scintigraphic imaging of the myocardium following separate administrations under exercise and/or resting conditions. It helps in the delineation of regions of reversible myocardial ischemia in absence of infarcted myocardium.[L2001]

This complex is also used for scintigraphic imaging of the myocardium to identify changes in perfusion induced by pharmacologic stress in patients with known or suspected coronary artery disease.[L2001]

This complex is indicated for the assessment of left ventricular function in patients evaluated for heart disease.[L2001]"
DB11180,Tetrofosmin,C0038340,Sting,"Tetrofosmin is indicated to be used as a complex with technetium Tc-99m for scintigraphic imaging of the myocardium following separate administrations under exercise and/or resting conditions. It helps in the delineation of regions of reversible myocardial ischemia in absence of infarcted myocardium.[L2001]

This complex is also used for scintigraphic imaging of the myocardium to identify changes in perfusion induced by pharmacologic stress in patients with known or suspected coronary artery disease.[L2001]

This complex is indicated for the assessment of left ventricular function in patients evaluated for heart disease.[L2001]"
DB11363,Alectinib,C0024299,Lymphoma,"Alectinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials."
DB11363,Alectinib,C0040188,Tic,"Alectinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials."
DB11363,Alectinib,C0149925,Small cell lung cancer,"Alectinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials."
DB11363,Alectinib,C0007131,Non-small cell lung cancer,"Alectinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials."
DB11581,Venetoclax,C0024299,Lymphoma,"A BCL-2 inhibitor indicated for the treatment of patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL), with or without 17p deletion, who have received at least one prior therapy [FDA label]."
DB11581,Venetoclax,C0040188,Tic,"A BCL-2 inhibitor indicated for the treatment of patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL), with or without 17p deletion, who have received at least one prior therapy [FDA label]."
DB11611,Lifitegrast,C0009763,Conjunctivitis,For the treatment of signs and symptoms of keratoconjunctivitis sicca (dry eye syndrome).
DB11611,Lifitegrast,C0022575,Keratoconjunctivitis sicca,For the treatment of signs and symptoms of keratoconjunctivitis sicca (dry eye syndrome).
DB11611,Lifitegrast,C0314719,Dry eye,For the treatment of signs and symptoms of keratoconjunctivitis sicca (dry eye syndrome).
DB11611,Lifitegrast,C0022573,Keratoconjunctivitis,For the treatment of signs and symptoms of keratoconjunctivitis sicca (dry eye syndrome).
DB11611,Lifitegrast,C0013238,Dry eye syndrome,For the treatment of signs and symptoms of keratoconjunctivitis sicca (dry eye syndrome).
DB11691,Naldemedine,C0009806,Constipation,For the treatment of opioid-induced constipation [FDA Label].
DB11703,Acalabrutinib,C0024299,Lymphoma,Acalabrutinib is currently indicated for the treatment of adult patients with Mantle Cell Lymphoma (MCL) who have received at least one prior therapy [FDA Label].
DB11703,Acalabrutinib,C0334634,Mantle cell lymphoma,Acalabrutinib is currently indicated for the treatment of adult patients with Mantle Cell Lymphoma (MCL) who have received at least one prior therapy [FDA Label].
DB11718,Encorafenib,C0040188,Tic,"Used in combination with [Binimetinib] in metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test [L3335]."
DB11718,Encorafenib,C0278883,Metastatic melanoma,"Used in combination with [Binimetinib] in metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test [L3335]."
DB11760,Talazoparib,C0006142,Breast cancer,"Talazoparib is indicated for the treatment of deleterious or suspected deleterious germline BRCA mutated, HER2 negative locally advanced or metastatic breast cancer in adults [FDA Label]."
DB11760,Talazoparib,C0040188,Tic,"Talazoparib is indicated for the treatment of deleterious or suspected deleterious germline BRCA mutated, HER2 negative locally advanced or metastatic breast cancer in adults [FDA Label]."
DB11842,Angiotensin II,C0036974,Shock,Angiotensin II is a vasoconstrictor indicated for increasing blood pressure in adults with septic or other distributive shock [FDA Label].
DB11842,Angiotensin II,C0040188,Tic,Angiotensin II is a vasoconstrictor indicated for increasing blood pressure in adults with septic or other distributive shock [FDA Label].
DB11901,Apalutamide,C0040188,Tic,"Indicated for the treatment of patients with non-metastatic, castration-resistant prostate cancer (NM-CRPC) [FDA Label]."
DB11901,Apalutamide,C0376358,Prostate cancer,"Indicated for the treatment of patients with non-metastatic, castration-resistant prostate cancer (NM-CRPC) [FDA Label]."
DB11952,Duvelisib,C0024299,Lymphoma,"Duvelisib is indicated for the treatment of adult patients with relapsed or refractory chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL) after at least two prior therapies.[L4586]

The CLL is a cancer of the blood stem cells which are the blood cells that can develop into different types of cells. In leukemia, there is an overproduction of cells that are abnormal and do not mature into blood cells and thus, they just crowd out normal cells and impair their normal function. In lymphocyte leukemia, the abnormal cell growth is observed in the lymphoid cells which are the type of blood cells that mature into lymphocytes. The CLL is the type of lymphocytic leukemia that develops slowly over months or years.[L4587] The SLL is a very similar disease to the CLL and these terms are usually referred interchangeably. The only difference between these two diseases is that in CLL the cells are found mostly in the blood and bone marrow while in SLL, the cells are mainly found in the lymph nodes.[L4588]

As well, duvelisib obtained an accelerated approval for the treatment of adult patients with relapsed or refractory follicular lymphoma after at least two prior systemic therapies. This approval is still under the status of continued approval and it is restrained to confirmatory trials.[L4586]

The follicular lymphoma is a B-cell lymphoma that clusters in the lymph nodes or other tissues.[L4589]"
DB11952,Duvelisib,C0040188,Tic,"Duvelisib is indicated for the treatment of adult patients with relapsed or refractory chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL) after at least two prior therapies.[L4586]

The CLL is a cancer of the blood stem cells which are the blood cells that can develop into different types of cells. In leukemia, there is an overproduction of cells that are abnormal and do not mature into blood cells and thus, they just crowd out normal cells and impair their normal function. In lymphocyte leukemia, the abnormal cell growth is observed in the lymphoid cells which are the type of blood cells that mature into lymphocytes. The CLL is the type of lymphocytic leukemia that develops slowly over months or years.[L4587] The SLL is a very similar disease to the CLL and these terms are usually referred interchangeably. The only difference between these two diseases is that in CLL the cells are found mostly in the blood and bone marrow while in SLL, the cells are mainly found in the lymph nodes.[L4588]

As well, duvelisib obtained an accelerated approval for the treatment of adult patients with relapsed or refractory follicular lymphoma after at least two prior systemic therapies. This approval is still under the status of continued approval and it is restrained to confirmatory trials.[L4586]

The follicular lymphoma is a B-cell lymphoma that clusters in the lymph nodes or other tissues.[L4589]"
DB11952,Duvelisib,C0079731,B-cell lymphoma,"Duvelisib is indicated for the treatment of adult patients with relapsed or refractory chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL) after at least two prior therapies.[L4586]

The CLL is a cancer of the blood stem cells which are the blood cells that can develop into different types of cells. In leukemia, there is an overproduction of cells that are abnormal and do not mature into blood cells and thus, they just crowd out normal cells and impair their normal function. In lymphocyte leukemia, the abnormal cell growth is observed in the lymphoid cells which are the type of blood cells that mature into lymphocytes. The CLL is the type of lymphocytic leukemia that develops slowly over months or years.[L4587] The SLL is a very similar disease to the CLL and these terms are usually referred interchangeably. The only difference between these two diseases is that in CLL the cells are found mostly in the blood and bone marrow while in SLL, the cells are mainly found in the lymph nodes.[L4588]

As well, duvelisib obtained an accelerated approval for the treatment of adult patients with relapsed or refractory follicular lymphoma after at least two prior systemic therapies. This approval is still under the status of continued approval and it is restrained to confirmatory trials.[L4586]

The follicular lymphoma is a B-cell lymphoma that clusters in the lymph nodes or other tissues.[L4589]"
DB11967,Binimetinib,C0040188,Tic,"
On June 27, 2018, the Food and Drug Administration approved encorafenib and binimetinib in combination patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test [L3335]."
DB11967,Binimetinib,C0278883,Metastatic melanoma,"
On June 27, 2018, the Food and Drug Administration approved encorafenib and binimetinib in combination patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test [L3335]."
DB12010,Fostamatinib,C0040034,Thrombocytopenia,Fostamatinib is indicated for use in the treatment of chronic immune thrombocytopenia (ITP) in patients who have had insufficient response to previous therapy [FDA Label].
DB12010,Fostamatinib,C0010828,Cytopenia,Fostamatinib is indicated for use in the treatment of chronic immune thrombocytopenia (ITP) in patients who have had insufficient response to previous therapy [FDA Label].
DB12107,Vaborbactam,C0009450,Infection,"Indicated in combination with meropenem for the treatment of patients 18 years of age and older with complicated urinary tract infections (cUTI) including pyelonephritis caused by the following susceptible microorganisms: _Escherichia coli_, _Klebsiella pneumoniae_, and _Enterobacter cloacae_ species complex [FDA Label]."
DB12107,Vaborbactam,C0042029,Urinary tract infection,"Indicated in combination with meropenem for the treatment of patients 18 years of age and older with complicated urinary tract infections (cUTI) including pyelonephritis caused by the following susceptible microorganisms: _Escherichia coli_, _Klebsiella pneumoniae_, and _Enterobacter cloacae_ species complex [FDA Label]."
DB12107,Vaborbactam,C0032285,Pneumonia,"Indicated in combination with meropenem for the treatment of patients 18 years of age and older with complicated urinary tract infections (cUTI) including pyelonephritis caused by the following susceptible microorganisms: _Escherichia coli_, _Klebsiella pneumoniae_, and _Enterobacter cloacae_ species complex [FDA Label]."
DB12107,Vaborbactam,C0034186,Pyelonephritis,"Indicated in combination with meropenem for the treatment of patients 18 years of age and older with complicated urinary tract infections (cUTI) including pyelonephritis caused by the following susceptible microorganisms: _Escherichia coli_, _Klebsiella pneumoniae_, and _Enterobacter cloacae_ species complex [FDA Label]."
DB12107,Vaborbactam,C0027697,Nephritis,"Indicated in combination with meropenem for the treatment of patients 18 years of age and older with complicated urinary tract infections (cUTI) including pyelonephritis caused by the following susceptible microorganisms: _Escherichia coli_, _Klebsiella pneumoniae_, and _Enterobacter cloacae_ species complex [FDA Label]."
DB12141,Gilteritinib,C0040188,Tic,"Gilteritinib is indicated for the treatment of adult patients who have relapsed or refractory acute myeloid leukemia with an FLT3 mutation detected by an FDA-approved test. This indication was expanded for a companion diagnostic to include use with gilteritinib such as the LeukoStrat CDx FLT3 Mutation Assay.[L4830]

Acute myeloid leukemia is cancer that impacts the blood and bone marrow with a rapid progression. This condition produces low numbers of normal blood cells and the requirement of continuous need for transfusions.[L4832] "
DB12267,Brigatinib,C0024299,Lymphoma,"The anaplastic lymphoma kinase positive, metastatic non-small cell lung cancer (ALK+ NSCLC), represents only 3-5% of the NSCLC cancer cases, but the ALK mutation, overexpression and presence in several oncogenic fusion proteins in solid and hematologic tumors have pointed out the importance as well as its potential as a cancer therapy target.[A31311] The ALK-related cases of NSCLC are associated with the presence of the fusion gene EML4-ALK which fused the ALK protein with the echinoderm microtubule-associated protein like-4 whose original function is the correct formation of microtubules.[A31313] The presence of the aberrant fusion protein results in abnormal signaling that provokes increased cell growth, proliferation and survival.[A31316] Crizotinib is indicated for the treatment of such cases but the presence of ALK kinase domain mutations confer resistance to the treatment. Thus, brigatinib is indicated for the treatment of patients with ALK+ NSCLC with intolerance to Crizotinib.[A31314]"
DB12267,Brigatinib,C0040188,Tic,"The anaplastic lymphoma kinase positive, metastatic non-small cell lung cancer (ALK+ NSCLC), represents only 3-5% of the NSCLC cancer cases, but the ALK mutation, overexpression and presence in several oncogenic fusion proteins in solid and hematologic tumors have pointed out the importance as well as its potential as a cancer therapy target.[A31311] The ALK-related cases of NSCLC are associated with the presence of the fusion gene EML4-ALK which fused the ALK protein with the echinoderm microtubule-associated protein like-4 whose original function is the correct formation of microtubules.[A31313] The presence of the aberrant fusion protein results in abnormal signaling that provokes increased cell growth, proliferation and survival.[A31316] Crizotinib is indicated for the treatment of such cases but the presence of ALK kinase domain mutations confer resistance to the treatment. Thus, brigatinib is indicated for the treatment of patients with ALK+ NSCLC with intolerance to Crizotinib.[A31314]"
DB12267,Brigatinib,C0149925,Small cell lung cancer,"The anaplastic lymphoma kinase positive, metastatic non-small cell lung cancer (ALK+ NSCLC), represents only 3-5% of the NSCLC cancer cases, but the ALK mutation, overexpression and presence in several oncogenic fusion proteins in solid and hematologic tumors have pointed out the importance as well as its potential as a cancer therapy target.[A31311] The ALK-related cases of NSCLC are associated with the presence of the fusion gene EML4-ALK which fused the ALK protein with the echinoderm microtubule-associated protein like-4 whose original function is the correct formation of microtubules.[A31313] The presence of the aberrant fusion protein results in abnormal signaling that provokes increased cell growth, proliferation and survival.[A31316] Crizotinib is indicated for the treatment of such cases but the presence of ALK kinase domain mutations confer resistance to the treatment. Thus, brigatinib is indicated for the treatment of patients with ALK+ NSCLC with intolerance to Crizotinib.[A31314]"
DB12267,Brigatinib,C0007131,Non-small cell lung cancer,"The anaplastic lymphoma kinase positive, metastatic non-small cell lung cancer (ALK+ NSCLC), represents only 3-5% of the NSCLC cancer cases, but the ALK mutation, overexpression and presence in several oncogenic fusion proteins in solid and hematologic tumors have pointed out the importance as well as its potential as a cancer therapy target.[A31311] The ALK-related cases of NSCLC are associated with the presence of the fusion gene EML4-ALK which fused the ALK protein with the echinoderm microtubule-associated protein like-4 whose original function is the correct formation of microtubules.[A31313] The presence of the aberrant fusion protein results in abnormal signaling that provokes increased cell growth, proliferation and survival.[A31316] Crizotinib is indicated for the treatment of such cases but the presence of ALK kinase domain mutations confer resistance to the treatment. Thus, brigatinib is indicated for the treatment of patients with ALK+ NSCLC with intolerance to Crizotinib.[A31314]"
DB12455,Omadacycline,C0009450,Infection,Omadacycline is indicated for the treatment of community acquired bacterial pneumonia and acute bacterial skin and skin structure infections caused by omadacycline-susceptible organisms in adults.[FDA Label]
DB12455,Omadacycline,C0032285,Pneumonia,Omadacycline is indicated for the treatment of community acquired bacterial pneumonia and acute bacterial skin and skin structure infections caused by omadacycline-susceptible organisms in adults.[FDA Label]
DB12483,Copanlisib,C0024299,Lymphoma,Indicated for the treatment of adult patients with relapsed follicular lymphoma (FL) who have received at least two prior systemic therapies.
DB12924,Ozenoxacin,C0021099,Impetigo,Ozenoxacin cream is indicated for the topical treatment of impetigo caused by *Staphylococcus aureus* or *Streptococcus pyogenes* in patients aged 2 months of age and older [FDA Label].
DB12924,Ozenoxacin,C0031873,Pica,Ozenoxacin cream is indicated for the topical treatment of impetigo caused by *Staphylococcus aureus* or *Streptococcus pyogenes* in patients aged 2 months of age and older [FDA Label].
DB13878,Pibrentasvir,C0009450,Infection,"Indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh
A). MAVYRET is also indicated for the treatment of adult patients with HCV genotype 1 infection, who previously have been treated with a regimen containing an HCV NS5A inhibitor
or an NS3/4A protease inhibitor (PI), but not both [FDA Label]. "
