node_id	namespace	identifier	name	type
14983	pubchem.compound	24860533	[(5R)-5-(2,3-dibromo-5-ethoxy-4-hydroxybenzyl)-4-oxo-2-thioxo-1,3-thiazolidin-3-yl]acetic acid	experimental drug
14984	uniprot	P0A988	DPO3B_ECOLI	target
14985	pubchem.compound	24180719	N-{3-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide	experimental drug
14986	pubchem.compound	24180720	N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide	experimental drug
14987	pubchem.compound	24941263	(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine	experimental drug
14988	pubchem.compound	9797857	4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile	experimental drug
14989	pubchem.compound	24894153	(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	experimental drug
14990	pubchem.compound	2823014	2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide	experimental drug
14991	pubchem.compound	46937043	D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide	experimental drug
14992	pubchem.compound	10364585	9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE	experimental drug
14993	pubchem.compound	24894155	(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	experimental drug
14994	pubchem.compound	9969613	4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PYRIMIDINE	experimental drug
14995	pubchem.compound	5326827	2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL	experimental drug
14996	pubchem.compound	10134160	N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	experimental drug
14997	pubchem.compound	11740318	(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE	experimental drug
14998	pubchem.compound	11287125	6-AMINO-3,7-DIHYDRO-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE	experimental drug
14999	pubchem.compound	24768528	TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE	experimental drug
15000	pubchem.compound	2079916	2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole	experimental drug
15001	pubchem.compound	24752844	(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine	experimental drug
15002	pubchem.compound	52942975	(3R)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline	experimental drug
15003	pubchem.compound	25023710	(5S)-2-{[(1S)-1-(4-fluorophenyl)ethyl]amino}-5-(1-hydroxy-1-methylethyl)-5-methyl-1,3-thiazol-4(5H)-one	experimental drug
15004	pubchem.compound	486953	5-ETHYL-3-[(2-METHOXYETHYL)METHYLAMINO]-6-METHYL-4-(3-METHYLBENZYL)PYRIDIN-2(1H)-ONE	experimental drug
15005	pubchem.compound	24768527	N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE	experimental drug
15006	pubchem.compound	22479942	N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide	experimental drug
15007	uniprot	P45984	MK09_HUMAN	target
15008	pubchem.compound	15953860	(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine	experimental drug
15009	pubchem.compound	11304895	3-Hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate	experimental drug
15010	uniprot	P03951	FA11_HUMAN	target
15011	pubchem.compound	6857688	(1R)-2-{[AMINO(IMINO)METHYL]AMINO}-1-{4-[(4R)-4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL]PHENYL}ETHYL NICOTINATE	experimental drug
15012	pubchem.compound	15942652	2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE	experimental drug
15013	pubchem.compound	10156987	3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE	experimental drug
15014	pubchem.compound	11987860	(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE	experimental drug
15015	pubchem.compound	25011733	D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide	experimental drug
15016	pubchem.compound	16058629	(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID	experimental drug
15017	pubchem.compound	10157080	4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE	experimental drug
15018	pubchem.compound	16058630	(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID	experimental drug
15019	pubchem.compound	445460	3-fluoro-4-[2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8,-tetrahydro-naphtalen-2-yl)-acetylamino]-benzoic acid	experimental drug
15020	pubchem.compound	656936	2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL	experimental drug
15021	pubchem.compound	46937045	5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE	experimental drug
15022	pubchem.compound	3506204	2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID	experimental drug
15023	pubchem.compound	5459348	(2E)-3-{3-[(5-ETHYL-3-IODO-6-METHYL-2-OXO-1,2-DIHYDROPYRIDIN-4-YL)OXY]PHENYL}ACRYLONITRILE	experimental drug
15024	pubchem.compound	16758226	(3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol	experimental drug
15025	pubchem.compound	6540273	(2S)-1-AMINO-3-[(5-NITROQUINOLIN-8-YL)AMINO]PROPAN-2-OL	experimental drug
15026	pubchem.compound	19826721	2-(cyclohexylamino)benzoic acid	experimental drug
15027	pubchem.compound	24892823	(2S)-N-(4-cyano-3-iodophenyl)-3-(4-cyanophenoxy)-2-hydroxy-2-methylpropanamide	experimental drug
15028	pubchem.compound	10038928	2-amino-7-fluoro-5-oxo-5H-chromeno[2,3-b]pyridine-3-carboxamide	experimental drug
15029	uniprot	Q837V6	DNLJ_ENTFA	target
15030	pubchem.compound	25023705	N-[2-(2,4-diaminopyrido[2,3-d]pyrimidin-7-yl)-2-methylpropyl]-4-phenoxybenzamide	experimental drug
15031	uniprot	P43813	DNLJ_HAEIN	target
15032	pubchem.compound	25023706	7-amino-2-tert-butyl-4-{[2-(1H-imidazol-4-yl)ethyl]amino}pyrido[2,3-d]pyrimidine-6-carboxamide	experimental drug
15033	pubchem.compound	25023707	7-amino-2-tert-butyl-4-(4-pyrimidin-2-ylpiperazin-1-yl)pyrido[2,3-d]pyrimidine-6-carboxamide	experimental drug
15034	pubchem.compound	16478818	3-bromo-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide	experimental drug
15035	pubchem.compound	25195347	(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol	experimental drug
15036	uniprot	Q99933	BAG1_HUMAN	target
15037	pubchem.compound	25163987	2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide	experimental drug
15038	pubchem.compound	5287495	2',4'-DICHLORO-4-HYDROXY-1,1'-BIPHENYL-3-CARBOXYLIC ACID	experimental drug
15039	pubchem.compound	23653514	N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide	experimental drug
15040	pubchem.compound	24812720	(2R)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine	experimental drug
15041	pubchem.compound	18794	5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide	experimental drug
15042	pubchem.compound	46937046	3,5-DIMETHYL-1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER	experimental drug
15043	pubchem.compound	10041129	5'-S-ethyl-5'-thioadenosine	experimental drug
15044	uniprot	P9WGV3	SAHH_MYCTU	target
15045	pubchem.compound	9547900	2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID	experimental drug
15046	pubchem.compound	448994	(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL	experimental drug
15047	pubchem.compound	1289593	2-[2-(1H-tetrazol-5-yl)ethyl]-1H-isoindole-1,3(2H)-dione	experimental drug
15048	pubchem.compound	11545694	2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-N,N-diethylacetamide	experimental drug
15049	pubchem.compound	756618	(3S)-1-(2-hydroxyphenyl)-5-oxopyrrolidine-3-carboxylic acid	experimental drug
15050	pubchem.compound	25181321	5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione	experimental drug
15051	pubchem.compound	6914627	N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE	experimental drug
15052	pubchem.compound	676157	3-(INDOL-3-YL) LACTATE	experimental drug
15053	uniprot	P20932	MDLB_PSEPU	target
15054	pubchem.compound	961704	1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL	experimental drug
15055	pubchem.compound	46937047	N-{3-[4-hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental drug
15056	pubchem.compound	157839	{3-[(4,5,7-TRIFLUORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-1H-INDOL-1-YL}ACETIC ACID	experimental drug
15057	pubchem.compound	6857690	(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE	experimental drug
15058	pubchem.compound	44629555	5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)-3-thiocyanatopyrazolo[1,5-a]pyrimidin-7-amine	experimental drug
15059	pubchem.compound	15991547	2-CHLORO-N-[(3R)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	experimental drug
15060	pubchem.compound	23645698	(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE	experimental drug
15061	pubchem.compound	6914660	(4-{4-[(TERT-BUTOXYCARBONYL)AMINO]-2,2-BIS(ETHOXYCARBONYL)BUTYL}PHENYL)SULFAMIC ACID	experimental drug
15062	pubchem.compound	450268	3-Hydroxyhippuric acid	experimental drug
15063	pubchem.compound	11711595	(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid	experimental drug
15064	pubchem.compound	6857691	(R)-1-(4-(4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL)PHENETHYL)GUANIDINE	experimental drug
15065	pubchem.compound	11538992	(1S,2R,5S)-5-[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]-2-(2,4,5-TRIFLUOROPHENYL)CYCLOHEXANAMINE	experimental drug
15066	pubchem.compound	622262	5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one	experimental drug
15067	pubchem.compound	6852141	6-CARBAMIMIDOYL-4-(3-HYDROXY-2-METHYL-BENZOYLAMINO)-NAPHTHALENE-2-CARBOXYLIC ACID METHYL ESTER	experimental drug
15068	pubchem.compound	16129574	3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE	experimental drug
15069	pubchem.compound	447734	6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE	experimental drug
15070	pubchem.compound	6857692	(R)-1-(4-(4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL)PHENYL)GUANIDINE	experimental drug
15071	pubchem.compound	10125830	(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE	experimental drug
15072	pubchem.compound	23627203	3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol	experimental drug
15073	pubchem.compound	447912	N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE	experimental drug
15074	uniprot	Q13133	NR1H3_HUMAN	target
15075	pubchem.compound	23661697	(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE	experimental drug
15076	pubchem.compound	447911	1,1,1,3,3,3-HEXAFLUORO-2-{4-[(2,2,2-TRIFLUOROETHYL)AMINO]PHENYL}PROPAN-2-OL	experimental drug
15077	pubchem.compound	25271577	beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide	experimental drug
15078	pubchem.compound	3943211	N-(6,7,9,10,17,18,20,21-octahydrodibenzo[b,k][1,4,7,10,13,16]hexaoxacyclooctadecin-2-yl)acetamide	experimental drug
15079	pubchem.compound	16221501	2-{[N-(2-ACETYL-5-CHLORO-4-FLUOROPHENYL)GLYCYL]AMINO}BENZOIC ACID	experimental drug
15080	pubchem.compound	6852154	4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	experimental drug
15081	pubchem.compound	46937048	4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	experimental drug
15082	pubchem.compound	24963035	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide	experimental drug
15083	pubchem.compound	11995761	N-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide	experimental drug
15084	pubchem.compound	40636608	(3S)-N-(3-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE	experimental drug
15085	pubchem.compound	24963036	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide	experimental drug
15086	pubchem.compound	11554165	(2S,3S)-3-AMINO-4-(3,3-DIFLUOROPYRROLIDIN-1-YL)-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-6-YLCYCLOHEXYL)BUTANAMIDE	experimental drug
15087	pubchem.compound	10450624	{3-[(5-CHLORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL}ACETIC ACID	experimental drug
15088	pubchem.compound	2776424	1-(2,2'-bithiophen-5-yl)methanamine	experimental drug
15089	pubchem.compound	24963037	(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide	experimental drug
15090	pubchem.compound	1720	6-AMINO-BENZO[DE]ISOQUINOLINE-1,3-DIONE	experimental drug
15091	pubchem.compound	46937049	4-tert-butyl-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide	experimental drug
15092	pubchem.compound	46937050	4-bromo-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide	experimental drug
15093	pubchem.compound	22690393	N-[4-(benzyloxy)phenyl]glycinamide	experimental drug
15094	pubchem.compound	9796161	4-CHLORO-6-(4-PIPERAZIN-1-YL-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL	experimental drug
15095	pubchem.compound	9826528	PD-0325901	investigational drug
15096	pubchem.compound	24768560	(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid	experimental drug
15097	pubchem.compound	5287517	2-(4-METHYLPHENOXY)ETHYLPHOSPHINATE	experimental drug
15098	pubchem.compound	22692237	4-amino-N-[4-(benzyloxy)phenyl]butanamide	experimental drug
15099	pubchem.compound	11957380	2-[2-(4-CHLORO-PHENYLSULFANYL)-ACETYLAMINO]-3-(4-GUANIDINO-PHENYL)-PROPIONAMIDE	experimental drug
15100	pubchem.compound	5227	4-(DIMETHYLAMINO)BUTYL IMIDOTHIOCARBAMATE	experimental drug
15101	pubchem.compound	6914613	(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE	experimental drug
15102	pubchem.compound	2782689	4'-FLUORO-1,1'-BIPHENYL-4-CARBOXYLIC ACID	experimental drug
15103	uniprot	Q07817	B2CL1_HUMAN	target
15104	pubchem.compound	736186	(2E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoic acid	experimental drug
15105	uniprot	Q55813	Q55813_SYNY3	target
15106	pubchem.compound	3699841	4-(4-FLUOROBENZYL)PIPERIDINE	experimental drug
15107	pubchem.compound	24875301	(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid	experimental drug
15108	pubchem.compound	6914624	N-[(4-HYDROXY-8-IODOISOQUINOLIN-3-YL)CARBONYL]GLYCINE	experimental drug
15109	pubchem.compound	20843156	(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE	experimental drug
15110	pubchem.compound	250653	4-[(METHYLSULFONYL)AMINO]BENZOIC ACID	experimental drug
15111	pubchem.compound	17414308	N-(4-chlorobenzyl)-N-methylbenzene-1,4-disulfonamide	experimental drug
15112	pubchem.compound	46937051	1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-4-METHYL-1H-INDOLE	experimental drug
15113	pubchem.compound	10072851	5-(4-PHENOXYPHENYL)-5-(4-PYRIMIDIN-2-YLPIPERAZIN-1-YL)PYRIMIDINE-2,4,6(2H,3H)-TRIONE	experimental drug
15114	pubchem.compound	5280567	Hymecromone	experimental drug
15115	uniprot	A0A0H2Z368	A0A0H2Z368_ECOK1	target
15116	pubchem.compound	6102690	1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL	experimental drug
15117	pubchem.compound	4073054	N4-(N,N-DIPHENYLCARBAMOYL)-AMINOGUANIDINE	experimental drug
15118	pubchem.compound	6102708	4-({4-[(4-AMINOBUT-2-YNYL)OXY]PHENYL}SULFONYL)-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE	experimental drug
15119	pubchem.compound	16758228	1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine	experimental drug
15120	pubchem.compound	1415427	N-(4-METHYLBENZOYL)-4-BENZYLPIPERIDINE	experimental drug
15121	pubchem.compound	46937052	(2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	experimental drug
15122	pubchem.compound	24180718	4-(6-{[(1R)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid	experimental drug
15123	pubchem.compound	4566	O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE	experimental drug
15124	pubchem.compound	6914661	{4-[2,2-BIS(5-METHYL-1,2,4-OXADIAZOL-3-YL)-3-PHENYLPROPYL]PHENYL}SULFAMIC ACID	experimental drug
15125	pubchem.compound	5287523	N7-BUTYL-N2-(5-CHLORO-2-METHYLPHENYL)-5-METHYL[1,2,4]TRIAZOLO[1,5-A]PYRIMIDINE-2,7-DIAMINE	experimental drug
15126	pubchem.compound	9547959	4-BROMO-3-(CARBOXYMETHOXY)-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID	experimental drug
15127	pubchem.compound	25134248	(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide	experimental drug
15128	pubchem.compound	46937053	1-{2-OXO-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-5-YL}UREA	experimental drug
15129	pubchem.compound	25021183	D-phenylalanyl-N-(3-methylbenzyl)-L-prolinamide	experimental drug
15130	pubchem.compound	16058639	5-(4-CHLORO-5-PHENYL-3-THIENYL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE	experimental drug
15131	pubchem.compound	11495704	(2S,3S)-3-AMINO-4-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-5-YLCYCLOHEXYL)BUTANAMIDE	experimental drug
15132	pubchem.compound	11705956	(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(R)-HYDROXY[(1R)-2-METHYL-1-{[(3-PHENYLPROPYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID	experimental drug
15133	pubchem.compound	9601217	(2S)-N-[(3Z)-5-CYCLOPROPYL-3H-PYRAZOL-3-YLIDENE]-2-[4-(2-OXOIMIDAZOLIDIN-1-YL)PHENYL]PROPANAMIDE	experimental drug
15134	pubchem.compound	3038525	Neflamapimod	investigational drug
15135	pubchem.compound	25210476	3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid	experimental drug
15136	pubchem.compound	25093369	5-[(3R)-3-(5-methoxybiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	experimental drug
15137	pubchem.compound	44144378	5-[(3R)-3-(5-methoxy-4'-methylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	experimental drug
15138	pubchem.compound	44144379	5-[(3R)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	experimental drug
15139	pubchem.compound	25113125	D-phenylalanyl-N-benzyl-L-prolinamide	experimental drug
15140	pubchem.compound	44144380	5-[(3R)-3-(5-methoxy-2',6'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	experimental drug
15141	pubchem.compound	6914621	(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE	experimental drug
15142	pubchem.compound	11553058	2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE	experimental drug
15143	pubchem.compound	24800833	methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate	experimental drug
15144	pubchem.compound	46937054	(6S)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6H)-one	experimental drug
15145	pubchem.compound	16757525	(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one	experimental drug
15146	pubchem.compound	11357504	4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME	experimental drug
15147	pubchem.compound	46937055	4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5H)-one	experimental drug
15148	pubchem.compound	25138294	N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide	experimental drug
15149	pubchem.compound	25187896	6-methyl-5-[3-methyl-3-(3,4,5-trimethoxyphenyl)but-1-yn-1-yl]pyrimidine-2,4-diamine	experimental drug
15150	pubchem.compound	10450114	(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-METHYL-1,4-DIAZEPAN-2-ONE	experimental drug
15151	pubchem.compound	2266114	(3S)-1-CYCLOHEXYL-5-OXO-N-PHENYLPYRROLIDINE-3-CARBOXAMIDE	experimental drug
15152	pubchem.compound	24808489	(4Z)-6-bromo-4-({[4-(pyrrolidin-1-ylmethyl)phenyl]amino}methylidene)isoquinoline-1,3(2H,4H)-dione	experimental drug
15153	pubchem.compound	23653502	(5R,6S,8S)-8-[3-(AMINOMETHYL)PHENYL]-6-HYDROXY-5-ISOPROPYL-3-OXO-1-PHENYL-2,7-DIOXA-4-AZA-6-PHOSPHANONAN-9-OIC ACID 6-OXIDE	experimental drug
15154	pubchem.compound	708346	5-ETHYL-3-METHYL-1,5-DIHYDRO-4H-PYRAZOLO[4,3-C]QUINOLIN-4-ONE	experimental drug
15155	pubchem.compound	11213558	Tamatinib	experimental drug
15156	pubchem.compound	23647357	N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE	experimental drug
15157	pubchem.compound	11492186	5-phenyl-1H-indazol-3-amine	experimental drug
15158	pubchem.compound	24963047	4-(3-amino-1H-indazol-5-yl)-N-tert-butylbenzenesulfonamide	experimental drug
15159	pubchem.compound	447766	5-[(2-AMINOETHYL)AMINO]-6-FLUORO-3-(1H-PYRROL-2-YL)BENZO[CD]INDOL-2(1H)-ONE	experimental drug
