node_id,namespace,identifier,name
12583,pubchem,23305354,"(1S,3S,7R,10S,11S,12S,16R)-7,11-dihydroxy-8,8,10,12,16-pentamethyl-3-[(E)-1-(2-methyl-1,3-thiazol-4-yl)prop-1-en-2-yl]-17-oxa-4-azabicyclo[14.1.0]heptadecane-5,9-dione"
12584,pubchem,9963148,"1,7-dipyridin-3-ylheptan-4-yl (2S)-1-[2-oxo-2-(3,4,5-trimethoxyphenyl)acetyl]piperidine-2-carboxylate;2-hydroxypropane-1,2,3-tricarboxylic acid"
12585,pubchem,5745206,"(2S)-2-cyclopentyl-2-[3-[(2,4-dimethylpyrido[2,3-b]indol-9-yl)methyl]phenyl]-N-[(1R)-2-hydroxy-1-phenylethyl]acetamide"
12586,pubchem,6439470,"(2R,3R,4S,5R)-2-[6-amino-2-[(2Z)-2-(cyclohexylmethylidene)hydrazinyl]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol"
12587,pubchem,65937,"(4R)-4-[(3,4-dichlorobenzoyl)amino]-5-[3-methoxypropyl(pentyl)amino]-5-oxopentanoic acid"
12588,pubchem,6445786,"(Z)-1-[(2R,3S)-3-(3,4-dichlorophenyl)-8-methyl-8-azabicyclo[3.2.1]octan-2-yl]-N-methoxymethanimine"
12589,pubchem,135413511,"1,4-dioxido-1,2,4-benzotriazine-1,4-diium-3-amine"
12590,pubchem,198752,"3-(1-benzylpiperidin-4-yl)-1-(2,3,4,5-tetrahydro-1H-1-benzazepin-8-yl)propan-1-one"
12591,pubchem,135409474,"5-amino-3-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6H-[1,3]thiazolo[4,5-d]pyrimidine-2,7-dione"
12592,pubchem,135565050,"methyl 2-[(3S,5S)-5-[[4-[4-(N-methoxycarbonylcarbamimidoyl)phenyl]phenoxy]methyl]-2-oxopyrrolidin-3-yl]acetate"
12593,pubchem,62891,7-bromo-6-chloro-3-[3-[(3R)-3-hydroxypiperidin-2-yl]-2-oxopropyl]quinazolin-4-one
12594,pubchem,122077,"2-[2-[[4-(2-chlorophenyl)-1,3-thiazol-2-yl]carbamoyl]indol-1-yl]acetic acid"
12595,pubchem,3025955,"N-[1-[[6-amino-1-oxo-1-(4-pyridin-4-ylpiperazin-1-yl)hexan-2-yl]amino]-3-(3,5-dibromo-4-hydroxyphenyl)-1-oxopropan-2-yl]-4-(2-oxo-1,4-dihydroquinazolin-3-yl)piperidine-1-carboxamide"
12596,uniprot,P06881,
12597,uniprot,Q16602,
12598,pubchem,219077,"N-[1-[3-[(3R)-1-benzoyl-3-(3,4-dichlorophenyl)piperidin-3-yl]propyl]-4-phenylpiperidin-4-yl]-N-methylacetamide"
12599,uniprot,P29371,
12600,pubchem,177336,"N-[(1-butylpiperidin-4-yl)methyl]-3,4-dihydro-2H-[1,3]oxazino[3,2-a]indole-10-carboxamide"
12601,pubchem,153270,"(4S,7S)-N-[(2R,3S)-2-ethoxy-5-oxooxolan-3-yl]-7-(isoquinoline-1-carbonylamino)-6,10-dioxo-2,3,4,7,8,9-hexahydro-1H-pyridazino[1,2-a]diazepine-4-carboxamide"
12602,pubchem,11953931,"methyl (1S,15S,17S,18S)-17-ethyl-6-[(1R,12R,14R,15E)-15-ethylidene-18-methoxycarbonyl-17-methyl-10,17-diazatetracyclo[12.3.1.03,11.04,9]octadeca-3(11),4,6,8-tetraen-12-yl]-7-methoxy-3,13-diazapentacyclo[13.3.1.02,10.04,9.013,18]nonadeca-2(10),4,6,8-tetraene-1-carboxylate"
12603,pubchem,444020,"(1S,2S,3R,4S,5S)-5-(1,3-dihydroxypropan-2-ylamino)-1-(hydroxymethyl)cyclohexane-1,2,3,4-tetrol"
12604,pubchem,151194,N-(4-chlorophenyl)-4-(pyridin-4-ylmethyl)phthalazin-1-amine
12605,pubchem,53708,"4-methyl-5-(4-methylsulfanylbenzoyl)-1,3-dihydroimidazol-2-one"
12606,pubchem,119373,"N-[4-[2-(6,7-dimethoxy-3,4-dihydro-1H-isoquinolin-2-yl)ethyl]phenyl]-5-methoxy-9-oxo-10H-acridine-4-carboxamide"
12607,pubchem,151078,"13-(1,3-dihydroxypropan-2-ylamino)-6,20-dihydroxy-3-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-3,13,23-triazahexacyclo[14.7.0.02,10.04,9.011,15.017,22]tricosa-1,4(9),5,7,10,15,17(22),18,20-nonaene-12,14-dione"
12608,pubchem,177236,"(2S)-2-(4,6-dimethoxypyrimidin-2-yl)oxy-3-methoxy-3,3-diphenylpropanoic acid"
12609,pubchem,71353,"(1S)-N,N-dimethyl-3-naphthalen-1-yloxy-1-phenylpropan-1-amine"
12610,pubchem,6918107,"(12R)-12-[(2-methylimidazol-1-yl)methyl]-1-azatetracyclo[7.6.1.05,16.010,15]hexadeca-5(16),6,8,10(15)-tetraen-11-one"
12611,pubchem,64972,"(16R,17S,18S)-18-hydroxy-10,10,16,17-tetramethyl-6-propyl-3,9,15-trioxatetracyclo[12.4.0.02,7.08,13]octadeca-1(14),2(7),5,8(13),11-pentaen-4-one"
12612,pubchem,208951,"7-[4-[(3-phenylphenyl)methyl]piperazin-1-yl]-3H-1,3-benzoxazol-2-one"
12613,pubchem,47953,1-(4-methylphenyl)-3-azabicyclo[3.1.0]hexane
12614,uniprot,Q15648,
12615,pubchem,192706,"[(3aR,8bS)-3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-yl] N-phenylcarbamate"
12616,uniprot,P49356,
12617,uniprot,P49354,
12618,pubchem,23725064,"10-(4-aminobutyl)-N-[1-amino-3-(1H-indol-2-yl)-1-oxopropan-2-yl]-19-[(2-amino-3-phenylpropanoyl)amino]-16-[(4-hydroxyphenyl)methyl]-13-(1H-indol-3-ylmethyl)-6,9,12,15,18-pentaoxo-7-propan-2-yl-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carboxamide"
12619,pubchem,65833,"(1R,2S)-2-(aminomethyl)-N,N-diethyl-1-phenylcyclopropane-1-carboxamide"
12620,pubchem,5478933,ethyl 2-[[(1R)-1-cyclohexyl-2-[(2S)-2-[[4-[(E)-N'-hydroxycarbamimidoyl]phenyl]methylcarbamoyl]azetidin-1-yl]-2-oxoethyl]amino]acetate
12621,pubchem,131664,"2-(7-chloro-1,8-naphthyridin-2-yl)-3-(5-methyl-2-oxohexyl)-3H-isoindol-1-one"
12622,pubchem,108092,"2-(4-benzylphenoxy)-N,N-diethylethanamine"
12623,pubchem,6918248,3-[2-[4-[3-(trifluoromethyl)phenyl]piperazin-1-yl]ethyl]-1H-benzimidazol-2-one
12624,pubchem,4622,methyl N-(6-propoxy-1H-benzimidazol-2-yl)carbamate
12625,uniprot,Q16206,
12626,pubchem,3052778,4-amino-N-(1-azabicyclo[3.3.1]nonan-4-yl)-3-chloro-2-methoxybenzamide
12627,pubchem,3792,"N-[[4-[2-(dimethylamino)ethoxy]phenyl]methyl]-3,4-dimethoxybenzamide"
12628,pubchem,40326,"(3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
12629,uniprot,Q01726,
12630,pubchem,3036505,"2-[4-[(Z)-4-chloro-1,2-diphenylbut-1-enyl]phenoxy]ethanol"
12631,uniprot,Q5XXA6,
12632,pubchem,108143,"4-[(5,5,8,8-tetramethyl-6,7-dihydronaphthalen-2-yl)carbamoyl]benzoic acid"
12633,pubchem,6440180,"methyl (1R,2S,3S,5S)-3-(4-fluorophenyl)-8-[(E)-3-iodoprop-2-enyl]-8-azabicyclo[3.2.1]octane-2-carboxylate"
12634,pubchem,30668,"2-[1-(2,6-dichlorophenoxy)ethyl]-4,5-dihydro-1H-imidazole"
12635,uniprot,P56696,
12636,uniprot,Q9NR82,
12637,pubchem,158795,"(2R,3S,4R,5R)-2-(hydroxymethyl)-5-[6-[[(3R)-oxolan-3-yl]amino]purin-9-yl]oxolane-3,4-diol"
12638,pubchem,6324604,"1-[(Z)-[5-(4-chlorophenyl)furan-2-yl]methylideneamino]-3-[4-(4-methylpiperazin-1-yl)butyl]imidazolidine-2,4-dione"
12639,uniprot,P15382,
12640,uniprot,P20273,
12641,uniprot,Q5T4S7,
12642,pubchem,151173,"4-amino-1-[(2S)-2-(hydroxymethyl)-1,3-dioxolan-4-yl]pyrimidin-2-one"
12643,uniprot,Q8WXI7,
12644,pubchem,10180,1-[2-(diethylamino)ethylamino]-4-methylthioxanthen-9-one
12645,uniprot,P27695,
12646,pubchem,60813,2-[4-[4-(4-chloropyrazol-1-yl)butyl]piperazin-1-yl]pyrimidine
12647,pubchem,6433120,2-[[[2-[(4-amino-4-carboxybutanoyl)amino]-3-[2-[bis[bis(2-chloroethyl)amino]phosphoryloxy]ethylsulfonyl]propanoyl]amino]methyl]benzoic acid;hydrochloride
12648,pubchem,164509,"1-[(8R)-5-(4-aminophenyl)-8-methyl-8,9-dihydro-[1,3]dioxolo[4,5-h][2,3]benzodiazepin-7-yl]ethanone"
12649,pubchem,192708,"[[(3S,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [[[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl] hydrogen phosphate"
12650,uniprot,P08865,
12651,pubchem,3025957,"N-[3-[(4-carbamimidoylbenzoyl)amino]propyl]-1-[2,4-dichloro-3-[(2,4-dimethylquinolin-8-yl)oxymethyl]phenyl]sulfonylpyrrolidine-2-carboxamide"
12652,uniprot,P30411,
12653,pubchem,6918554,"5-[(1R)-2-[(5,6-diethyl-2,3-dihydro-1H-inden-2-yl)amino]-1-hydroxyethyl]-8-hydroxy-1H-quinolin-2-one"
12654,pubchem,65632,2-[2-oxo-2-[(2-oxothiolan-3-yl)amino]ethyl]sulfanylacetic acid
12655,uniprot,Q03431,
12656,pubchem,213053,4-[4-chloro-5-(3-fluoro-4-methoxyphenyl)imidazol-1-yl]benzenesulfonamide
12657,pubchem,108150,"[(1R,2R,3R,11S,12S,14R,26R)-5,6',12-trihydroxy-6,7'-dimethoxy-7,21,30-trimethyl-27-oxospiro[17,19,28-trioxa-24-thia-13,30-diazaheptacyclo[12.9.6.13,11.02,13.04,9.015,23.016,20]triaconta-4(9),5,7,15,20,22-hexaene-26,1'-3,4-dihydro-2H-isoquinoline]-22-yl] acetate"
12658,pubchem,101616,"2-[(2R,6S)-6-[(2S)-2-hydroxy-2-phenylethyl]-1-methylpiperidin-2-yl]-1-phenylethanone"
12659,pubchem,5282219,2-[5-(3-methylbut-2-enoxy)-2-[(E)-3-[4-(3-methylbut-2-enoxy)phenyl]prop-2-enoyl]phenoxy]acetic acid
12660,pubchem,443368,"(11S,13S)-3-amino-5,12,13,14-tetrahydroxy-14-(hydroxymethyl)-8,10-dioxa-2-aza-4-azoniatetracyclo[7.3.1.17,11.01,6]tetradec-3-en-9-olate"
12661,uniprot,Q9UQD0,
12662,uniprot,P04229,
12663,uniprot,P21281,
12664,pubchem,135398752,"1,7-dihydropyrazolo[3,4-d]pyrimidine-4,6-dione"
12665,pubchem,65781,"(1R,4aS,10aR)-1,4a-dimethyl-7-propan-2-yl-6-sulfo-2,3,4,9,10,10a-hexahydrophenanthrene-1-carboxylic acid"
12666,uniprot,Q8NFA2,
12667,pubchem,3671,"2-methyl-1-(2-propan-2-ylpyrazolo[1,5-a]pyridin-3-yl)propan-1-one"
12668,uniprot,P40238,
12669,pubchem,219104,2-(butan-2-yldisulfanyl)-1H-imidazole
12670,uniprot,Q5NUL3,
12671,pubchem,56927674,"trisodium;(3R,4S,5R)-1-[[(3R,4S,5R)-3-carboxylato-5-[(1R)-1,2-dihydroxyethyl]-2,6,7-trioxa-1lambda4-stibabicyclo[2.2.1]heptan-1-yl]oxy]-5-[(1R)-1,2-dihydroxyethyl]-2,6,7-trioxa-1lambda4-stibabicyclo[2.2.1]heptane-3-carboxylate;hydroxide;decahydrate"
12672,uniprot,P49190,
12673,pubchem,5310967,(E)-N-methyl-4-pyridin-3-ylbut-3-en-1-amine
12674,uniprot,P10145,
12675,uniprot,Q9UNP4,
12676,uniprot,Q14956,
12677,uniprot,Q9UQB9,
12678,pubchem,60149,1-[2-[4-[5-chloro-1-(4-fluorophenyl)indol-3-yl]piperidin-1-yl]ethyl]imidazolidin-2-one
12679,pubchem,5340,"4-amino-N-(1,3-thiazol-2-yl)benzenesulfonamide"
12680,pubchem,5323,"4-amino-N-(2,6-dimethoxypyrimidin-4-yl)benzenesulfonamide"
12681,uniprot,P36537,
12682,pubchem,104850,"5-(4-chlorophenyl)-1-(2,4-dichlorophenyl)-4-methyl-N-piperidin-1-ylpyrazole-3-carboxamide"
12683,uniprot,Q9Y2T6,
12684,uniprot,P16615,
12685,uniprot,P06734,
12686,uniprot,P16410,
12687,uniprot,P49674,
12688,pubchem,71364,"(2S)-2-[[(3aS,7aS)-1-[2-[(2S)-2-[[(2S)-2-[[2-[[(4R)-1-[1-[2-[[(2R)-2-amino-5-(diaminomethylideneamino)pentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]pyrrolidine-2-carbonyl]-4-hydroxypyrrolidine-2-carbonyl]amino]acetyl]amino]-3-thiophen-2-ylpropanoyl]amino]-3-hydroxypropanoyl]-3,4-dihydro-1H-isoquinoline-3-carbonyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carbonyl]amino]-5-(diaminomethylideneamino)pentanoic acid"
12689,pubchem,9838022,"3-[(2R,3R)-1-(dimethylamino)-2-methylpentan-3-yl]phenol"
12690,pubchem,5312125,"1-(3-hydroxypropyl)-5-[(2R)-2-[2-[2-(2,2,2-trifluoroethoxy)phenoxy]ethylamino]propyl]-2,3-dihydroindole-7-carboxamide"
12691,pubchem,443894,"N-[4-[(5R)-7-chloro-5-hydroxy-2,3,4,5-tetrahydro-1-benzazepine-1-carbonyl]-3-methylphenyl]-2-methylbenzamide"
12692,uniprot,P22460,
12693,uniprot,Q9NPC1,
12694,uniprot,Q15722,
12695,uniprot,Q00613,
12696,pubchem,443940,"(2R,3S)-2-amino-3-(3,4-dihydroxyphenyl)-3-hydroxypropanoic acid"
12697,pubchem,135413547,"3-(1-methyl-7-oxo-3-propyl-6H-pyrazolo[4,3-d]pyrimidin-5-yl)-N-[2-(1-methylpyrrolidin-2-yl)ethyl]-4-propoxybenzenesulfonamide"
12698,uniprot,P08887,
12699,pubchem,5488548,"2-[[(2S)-2-benzyl-3-[(3R,4R)-4-(3-hydroxyphenyl)-3,4-dimethylpiperidin-1-yl]propanoyl]amino]acetic acid"
12700,uniprot,P11597,
12701,pubchem,6918289,"[(1R,2R,4S)-4-[(2R)-2-[(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-2,3,10,14,20-pentaoxo-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraen-12-yl]propyl]-2-methoxycyclohexyl] 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoate"
12702,pubchem,24936221,"(2S,3R,4R,5S,6R)-2-[4-chloro-3-[(4-ethoxyphenyl)methyl]phenyl]-6-(hydroxymethyl)oxane-3,4,5-triol;propane-1,2-diol;hydrate"
12703,uniprot,Q9NQ25,
12704,uniprot,P01583,
12705,uniprot,P18510,
12706,uniprot,P06858,
12707,uniprot,P16070,
12708,pubchem,3448,"4,5,6,7-tetrahydro-[1,2]oxazolo[5,4-c]pyridin-3-one"
12709,uniprot,P05112,
12710,uniprot,Q9UQQ2,
12711,uniprot,O14763,
12712,uniprot,P16422,
12713,uniprot,P36507,
12714,uniprot,Q9Y2U5,
12715,uniprot,Q13555,
12716,pubchem,53276,ethyl N-[2-amino-6-[(4-fluorophenyl)methylamino]pyridin-3-yl]carbamate
12717,uniprot,P16389,
12718,uniprot,P22001,
12719,uniprot,P17658,
12720,uniprot,Q96RP8,
12721,uniprot,Q16322,
12722,uniprot,Q14721,
12723,uniprot,Q92953,
12724,uniprot,P48547,
12725,uniprot,Q96PR1,
12726,uniprot,Q14003,
12727,uniprot,Q9NSA2,
12728,uniprot,P21452,
12729,uniprot,P32745,
12730,pubchem,446154,"(3R,5R)-7-[(1S,2S,8S,8aR)-2-methyl-8-[(2S)-2-methylbutanoyl]oxy-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid"
12731,pubchem,5709,"2-[(4-tert-butyl-2,6-dimethylphenyl)methyl]-4,5-dihydro-1H-imidazole"
12732,pubchem,135565674,ethyl 3-[[2-[[4-(N-hexoxycarbonylcarbamimidoyl)anilino]methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoate
12733,pubchem,68911,"(1R,4S,5R,8S,9R,10S,12R,13R)-10-methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane"
12734,pubchem,44151801,"(4R)-N-[4-[(2S)-2-[[(2S)-2-[[(2R)-2-[[(2R)-2-[[(2R)-2-acetamido-3-naphthalen-2-ylpropanoyl]amino]-3-(4-chlorophenyl)propanoyl]amino]-3-pyridin-3-ylpropanoyl]amino]-3-hydroxypropanoyl]amino]-3-[[(2R)-1-[[(2S)-1-[[(2S)-1-[2-[[(2R)-1-amino-1-oxopropan-2-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-6-(propan-2-ylamino)hexan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-[4-(carbamoylamino)phenyl]-1-oxopropan-2-yl]amino]-3-oxopropyl]phenyl]-2,6-dioxo-1,3-diazinane-4-carboxamide"
12735,pubchem,154101,methyl (2R)-2-phenyl-2-[(2R)-piperidin-2-yl]acetate
12736,pubchem,23724913,"trisodium;2-[[2-[bis(carboxylatomethyl)amino]-3-[(4,4-diphenylcyclohexyl)oxy-oxidophosphoryl]oxypropyl]-[2-[bis(carboxylatomethyl)amino]ethyl]amino]acetate;gadolinium(3+);hydrate"
12737,pubchem,22297,"N,6-dimethylhept-5-en-2-amine"
12738,pubchem,6010,"(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13,17-trimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one"
12739,pubchem,7558,1-cyclohexyl-N-methylpropan-2-amine
12740,pubchem,3038498,"[2,6-di(propan-2-yl)phenoxy]methyl dihydrogen phosphate"
12741,pubchem,54690031,"6-chloro-4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-ylthieno[2,3-e]thiazine-3-carboxamide"
12742,pubchem,168213,"(1S,2S,9S,10S)-7,15-diazatetracyclo[7.7.1.02,7.010,15]heptadecane"
12743,pubchem,6115,aniline
12744,pubchem,5335,4-amino-N-(2-phenylpyrazol-3-yl)benzenesulfonamide
12745,uniprot,Q6QNK2,
12746,pubchem,2361,3-phenylbenzo[f]chromen-1-one
12747,uniprot,P10589,
12748,pubchem,10101,1-[4-(3-hydroxyphenyl)-1-methylpiperidin-4-yl]propan-1-one
12749,pubchem,46937026,"(2R,3R,4S,5S,6R)-2-[[(2R,3S,4S,5R,6S)-6-[(2S)-2-[(1R,3S,5R,8R,9R,12R,13R,14R,17S)-3-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-12-hydroxy-1,4,4,8,14-pentamethyl-1,2,3,5,6,7,9,10,11,12,13,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-6-methylhept-5-en-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol"
12750,pubchem,46937027,"(2R,3R,4S,5S,6R)-2-[[(1R,3S,5R,6S,8R,9R,12R,13R,14R,17S)-3,12-dihydroxy-1,4,4,8,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-1,2,3,5,6,7,9,10,11,12,13,15,16,17-tetradecahydrocyclopenta[a]phenanthren-6-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol"
12751,uniprot,Q15750,
12752,uniprot,P21399,
12753,uniprot,P12814,
12754,uniprot,Q99623,
12755,uniprot,P31327,
12756,pubchem,10133,"(4R)-4-[(3R,5S,7R,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid"
12757,pubchem,443936,"[(6S,8S,9R,10S,11S,13S,14S,17R)-17-(2-acetyloxyacetyl)-6,9-difluoro-11-hydroxy-10,13-dimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] butanoate"
12758,uniprot,P49281,
12759,pubchem,5361918,"(4R,4aS,7aR,12bS)-3-(cyclopropylmethyl)-4a,9-dihydroxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7-one"
12760,pubchem,4477,5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide
12761,pubchem,72385,2-[2-[2-[2-[2-[2-[2-[2-[2-(4-nonylphenoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol
12762,pubchem,65015,"1-[[4-(1,4,8,11-tetrazacyclotetradec-1-ylmethyl)phenyl]methyl]-1,4,8,11-tetrazacyclotetradecane"
12763,pubchem,54671008,"N-[2-[4-[(4-fluorophenyl)methylcarbamoyl]-5-hydroxy-1-methyl-6-oxopyrimidin-2-yl]propan-2-yl]-5-methyl-1,3,4-oxadiazole-2-carboxamide"
12764,uniprot,P48061,
12765,uniprot,O75173,
12766,pubchem,44129621,5-(2-pyrrol-1-ylethoxy)-1H-indole
12767,pubchem,17759780,4-bromo-3-(carboxymethoxy)-5-[3-(cyclohexylamino)phenyl]thiophene-2-carboxylic acid
12768,pubchem,5276520,(1-hydroxy-1-phosphonoheptyl)phosphonic acid
12769,pubchem,6852165,5-chloro-3-(2-methoxyphenyl)-2-(7H-purin-6-ylsulfanylmethyl)quinazolin-4-one
12770,pubchem,656954,"7-ethenyl-2-(3-fluoro-4-hydroxyphenyl)-1,3-benzoxazol-5-ol"
12771,pubchem,16122612,1-cyclohexyl-N-[[1-(4-methylphenyl)indol-3-yl]methyl]methanamine
12772,pubchem,9968957,"N-(1-hydroxy-2-methylpropan-2-yl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)indole-5-carboxamide"
12773,pubchem,23653507,(2S)-2-[3-(aminomethyl)phenyl]-3-[hydroxy-[(1R)-2-methyl-1-(2-phenylethylsulfonylamino)propyl]phosphoryl]propanoic acid
12774,uniprot,Q8NEB9,
12775,pubchem,11143173,"(2R)-N'-hydroxy-N-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]-2-[(3-hydroxyphenyl)methyl]butanediamide"
12776,pubchem,736234,methyl (2S)-2-amino-3-phenylpropanoate
12777,pubchem,46937028,"(1R)-1-diethoxyboranylpentane-1,5-diamine"
12778,pubchem,46937029,[(4S)-4-[[(2S)-1-[(2R)-2-amino-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]-6-chloro-5-oxohexyl]-(diaminomethylidene)azanium
12779,pubchem,6603746,(4R)-4-[(3-butoxy-4-methoxyphenyl)methyl]imidazolidin-2-one
12780,pubchem,444894,"[(2R,3S,5R)-5-(6-aminopurin-9-yl)-2-methyloxolan-3-yl] dihydrogen phosphate"
12781,pubchem,1712,"4-[(7-oxopyrrolo[2,3-g][1,3]benzothiazol-8-yl)methylamino]-N-pyridin-2-ylbenzenesulfonamide"
12782,pubchem,23629654,(2S)-N-[(4-carbamimidoylphenyl)methyl]-1-[2-(cyclopentylamino)acetyl]pyrrolidine-2-carboxamide
12783,pubchem,25113123,"[5-(aminomethyl)spiro[2H-1-benzofuran-3,4'-piperidine]-1'-yl]-(3-methylsulfanyl-2-benzothiophen-1-yl)methanone"
12784,uniprot,Q15661,
12785,pubchem,25113124,"(E)-1-[5-(aminomethyl)spiro[2H-1-benzofuran-3,4'-piperidine]-1'-yl]-3-phenylprop-2-en-1-one"
12786,pubchem,44141860,(2S)-N-[(4-carbamimidoylphenyl)methyl]-1-[2-(cyclohexylamino)acetyl]pyrrolidine-2-carboxamide
12787,pubchem,1082702,N-(pyridin-3-ylmethyl)aniline
12788,pubchem,135399748,4-[[(3S)-1-azabicyclo[2.2.2]octan-3-yl]amino]-3-(1H-benzimidazol-2-yl)-6-chloro-1H-quinolin-2-one
12789,uniprot,O14757,
12790,pubchem,25113614,(2S)-N-[(4-carbamimidoylphenyl)methyl]-1-[2-(cycloheptylamino)acetyl]pyrrolidine-2-carboxamide
12791,pubchem,445849,"6-fluoro-2-[2-hydroxy-3-[(1S,2S)-2-methylcyclohexyl]oxyphenyl]-1H-indole-5-carboximidamide"
12792,pubchem,4300,N-(4-carbamimidoyl-3-chlorophenyl)-2-hydroxy-3-iodo-5-methylbenzamide
12793,pubchem,46937030,(2S)-N-[(4-carbamimidoylphenyl)methyl]-1-[2-(cyclooctylamino)acetyl]pyrrolidine-2-carboxamide
12794,pubchem,657007,3-chloro-N-cyclopentyl-5-[3-(diaminomethylideneamino)oxypropoxy]-N-prop-2-enylbenzamide
12795,pubchem,6323178,"(6R)-6-[(1R,2S)-2-hydroxycyclopentyl]-7-oxoheptanimidamide"
12796,pubchem,447400,2-hydroxy-5-(2-sulfanylethylsulfamoyl)benzoic acid
12797,pubchem,448123,"(2R)-7-amino-2-[(1S,2S)-2-hydroxy-6-(4-hydroxyphenyl)-2,3-dihydro-1H-inden-1-yl]-7-iminoheptanoic acid"
12798,pubchem,5496862,"(2R)-7-amino-2-[(1S,2S)-2-hydroxy-5-(3-methoxyphenyl)-2,3-dihydro-1H-inden-1-yl]-7-iminoheptanoic acid"
12799,pubchem,90206,1-ethoxy-2-[2-[2-[2-(2-ethoxyethoxy)ethoxy]ethoxy]ethoxy]ethane
12800,pubchem,42615253,(2S)-N-[(3-chlorophenyl)methyl]-1-(4-methylpentanoyl)pyrrolidine-2-carboxamide
12801,pubchem,448677,(2S)-1-[(2R)-2-amino-2-cyclohexylacetyl]-N-[[5-chloro-2-[2-(ethylamino)-2-oxoethoxy]phenyl]methyl]pyrrolidine-2-carboxamide
12802,pubchem,6857686,"(8S,13S,14S,17S)-13,17-diethyl-17-hydroxy-1,2,6,7,8,14,15,16-octahydrocyclopenta[a]phenanthren-3-one"
12803,pubchem,9549180,"(13S,14S,17R)-13,17-dimethyl-12,14,15,16-tetrahydro-11H-cyclopenta[a]phenanthrene-3,17-diol"
12804,pubchem,6914568,"N-[5-[4-(4-methylpiperazin-1-yl)phenyl]-1H-pyrrolo[2,3-b]pyridin-3-yl]pyridine-3-carboxamide"
12805,pubchem,1473242,"N,N-dimethyl-4-(4-phenyl-1H-pyrazol-5-yl)-1H-pyrrole-2-carboxamide"
12806,pubchem,25113126,(2S)-1-[(2R)-2-aminobutanoyl]-N-[(3-chlorophenyl)methyl]pyrrolidine-2-carboxamide
12807,pubchem,25174101,1-[2-(3-aminophenyl)-5-tert-butylpyrazol-3-yl]-3-naphthalen-1-ylurea
12808,pubchem,10915062,1-[2-(3-aminophenyl)-5-tert-butylpyrazol-3-yl]-3-phenylurea
